price;city;region;district;metro;address;area;floor;max_floor;rooms;url
5 990 000 ₽;Санкт-Петербург;р-н Невский;Рыбацкое;м. Рыбацкое;Усть-Славянка тер., проспект Советский, 36к2;27,5;8;21;Студия;https://spb.cian.ru/sale/flat/327429505/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
60 537 000 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Крестовский остров;Петровский проспект, 11к2;118,7;8;9;3;https://spb.cian.ru/sale/flat/318140413/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
100 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Спортивная улица, 2;93,7;2;6;2;https://spb.cian.ru/sale/flat/326438379/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 599 000 ₽;Санкт-Петербург;р-н Красносельский;Южно-Приморский;м. Юго-Западная;бульвар Балтийский, 4;39,7;12;25;1;https://spb.cian.ru/sale/flat/326166020/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 230 999 ₽;Санкт-Петербург;р-н Красногвардейский;Малая Охта;м. Ладожская;проспект Энергетиков, 2к2;43,9;2;15;1;https://spb.cian.ru/sale/flat/315690182/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
55 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Спортивная улица, 2;61,8;4;6;1;https://spb.cian.ru/sale/flat/322153554/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 112 000 ₽;Санкт-Петербург;р-н Центральный;№ 78;м. Гостиный двор;Казанская улица, 8-10;76,2;2;5;3;https://spb.cian.ru/sale/flat/276455300/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
33 926 140 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Спортивная;Ремесленная улица, 15;76,6;6;8;2;https://spb.cian.ru/sale/flat/326596818/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
46 200 000 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;Исполкомская улица, 17;68;8;9;2;https://spb.cian.ru/sale/flat/327034448/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
4 500 000 ₽;Санкт-Петербург;р-н Фрунзенский;Волковское;м. Бухарестская;улица Салова, 61;16,7;10;19;Студия;https://spb.cian.ru/sale/flat/327026311/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
26 839 955 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к1;79,23;2;10;3;https://spb.cian.ru/sale/flat/326400509/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
95 000 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Сенной;м. Спасская;набережная Реки Фонтанки, 85;217,7;3;6;5;https://spb.cian.ru/sale/flat/324409625/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 800 000 ₽;Санкт-Петербург;р-н Выборгский;мкр. Парголово;Парнас;м. Парнас, Заречная улица, 15к1;37,7;23;24;1;https://spb.cian.ru/sale/flat/326230961/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 857 086 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;Пулково Лэйк ЖК;66,1;3;4;3;https://spb.cian.ru/sale/flat/325800684/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
28 500 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Фрунзенская;бульвар Измайловский, 9;68,1;17;19;2;https://spb.cian.ru/sale/flat/327334335/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 799 999 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Звездная;Пулковское шоссе, 73к3;84,9;1;6;3;https://spb.cian.ru/sale/flat/325908164/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 200 360 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;Октябрьская набережная, 120;75,8;13;17;3;https://spb.cian.ru/sale/flat/327349958/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
44 900 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;улица Малая Зеленина, 4;79,7;4;9;3;https://spb.cian.ru/sale/flat/326070830/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 500 000 ₽;Санкт-Петербург;р-н Калининский;Академическое;м. Политехническая;Тихорецкий проспект, 25К1;56,5;3;9;3;https://spb.cian.ru/sale/flat/327038281/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
39 412 500 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;Новгородская улица, 14;63,06;3;10;2;https://spb.cian.ru/sale/flat/326074420/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 495 000 ₽;Санкт-Петербург;р-н Калининский;Прометей;м. Гражданский проспект;Светлановский проспект, 117;31;9;9;1;https://spb.cian.ru/sale/flat/326669830/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 300 000 ₽;Санкт-Петербург;р-н Василеостровский;№ 7;м. Горный институт;27-я Васильевского острова линия, 10к2;18,2;3;5;Студия;https://spb.cian.ru/sale/flat/324625568/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 321 561 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;бульвар Головнина, 13;47,66;7;20;2;https://spb.cian.ru/sale/flat/327097376/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
55 000 000 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Московская;Московский проспект, 175;99,2;6;6;3;https://spb.cian.ru/sale/flat/325792096/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 800 000 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;Комсомольская улица;19;42,5;2;5;2;https://spb.cian.ru/sale/flat/327337304/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 780 763 ₽;Санкт-Петербург;р-н Приморский;Комендантский аэродром;м. Пионерская;;31,75;9;23;1;https://spb.cian.ru/sale/flat/324547743/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 699 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;улица Архитектора Данини, 11/6;69;2;8;2;https://spb.cian.ru/sale/flat/324311365/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 900 000 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Спортивная;2-я Васильевского острова линия, 53;83,2;2;5;2;https://spb.cian.ru/sale/flat/323315053/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 190 400 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;;;52,48;4;4;2;https://spb.cian.ru/sale/flat/314286185/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 600 000 ₽;Санкт-Петербург;р-н Выборгский;мкр. Парголово;Парнас;м. Парнас, проезд Толубеевский, 24;26,4;7;28;Студия;https://spb.cian.ru/sale/flat/327028892/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 260 000 ₽;Санкт-Петербург;р-н Невский;Ивановский;м. Ломоносовская;Варфоломеевская улица, 6;39,9;3;13;1;https://spb.cian.ru/sale/flat/327205494/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 676 281 ₽;Санкт-Петербург;р-н Приморский;Комендантский аэродром;м. Пионерская;;35,56;9;23;1;https://spb.cian.ru/sale/flat/324547773/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
149 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Морской проспект, 24;271;2;7;6;https://spb.cian.ru/sale/flat/285457204/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 400 000 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;Народная улица, 65;65,1;5;9;3;https://spb.cian.ru/sale/flat/325436500/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 528 509 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;Кирилловская улица, 11;23,02;7;10;Студия;https://spb.cian.ru/sale/flat/304120339/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 632 000 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;проспект Средний Васильевского острова, 87к3;66,1;11;11;2;https://spb.cian.ru/sale/flat/323128525/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 950 000 ₽;Санкт-Петербург;р-н Невский;Невская застава;м. Елизаровская;улица Бабушкина, 20;87,4;2;2;4;https://spb.cian.ru/sale/flat/324316971/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
40 463 769 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;Кирилловская улица, 11;84,55;4;10;3;https://spb.cian.ru/sale/flat/305677073/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 700 000 ₽;Санкт-Петербург;р-н Красносельский;Сосновая поляна;м. Юго-Западная;улица Тамбасова, 4К2;30;3;9;1;https://spb.cian.ru/sale/flat/327047052/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 300 000 ₽;Санкт-Петербург;р-н Приморский;Юнтолово;м. Комендантский проспект;улица Плесецкая, 10;21;9;24;Студия;https://spb.cian.ru/sale/flat/327142257/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 998 786 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;39,31;2;4;1;https://spb.cian.ru/sale/flat/314345233/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 300 000 ₽;Санкт-Петербург;р-н Невский;Ивановский;м. Ломоносовская;Варфоломеевская улица, 6;40;12;13;1;https://spb.cian.ru/sale/flat/323967054/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 200 000 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Приморская;улица Чирикова, 5;38,8;10;13;1;https://spb.cian.ru/sale/flat/319853754/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 695 450 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;набережная Обводного Канала, 169;55;3;9;2;https://spb.cian.ru/sale/flat/325240503/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
39 018 000 ₽;Санкт-Петербург;р-н Петроградский;Посадский;м. Петроградская;улица Чапаева, 17к2;92,9;3;9;3;https://spb.cian.ru/sale/flat/325251483/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 700 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Беговая;Мебельная улица, 47к1;68,4;2;22;2;https://spb.cian.ru/sale/flat/326532866/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
83 710 380 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;бульвар Головнина, 13;111,28;10;18;4;https://spb.cian.ru/sale/flat/327097312/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
40 500 000 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Крестовский остров;Петровский проспект, 22к2;70;4;8;2;https://spb.cian.ru/sale/flat/325718194/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 390 000 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Звездная;Пулковское шоссе, 109к3;56,82;4;5;2;https://spb.cian.ru/sale/flat/326775955/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 817 341 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Башни Элемент ЖК;47,01;8;22;2;https://spb.cian.ru/sale/flat/327097179/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 922 850 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;бульвар Измайловский, 1к2;27;9;10;Студия;https://spb.cian.ru/sale/flat/319262506/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 100 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Проспект Просвещения;шоссе Суздальское, 18к3;64,1;2;7;2;https://spb.cian.ru/sale/flat/326935625/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
38 032 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;набережная Обводного Канала, 169;80;3;9;3;https://spb.cian.ru/sale/flat/323823031/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
28 500 000 ₽;Санкт-Петербург;р-н Приморский;Комендантский аэродром;м. Пионерская;Коломяжский проспект, 13к3;70,4;7;16;2;https://spb.cian.ru/sale/flat/326267467/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
